|Year|Brand|Company|Date|ProductDescription|Reason|Url|
|2019|Wholesome Pantry|Wakefern Food Corp.|4/2/19|Organic Nut Butters|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/wakefern-food-corp-voluntarily-recalls-wholesome-pantry-organic-nut-butters-because-possible-health|
|2019|NadaMoo!|Little Red Rooster Ice Cream Company, d/b/a NadaMoo!|4/1/19|Strawberry Cheesecake Non-Dairy Frozen|Undeclared Almond|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/nadamoo-voluntarily-recalls-select-pints-strawberry-cheesecake-due-undeclared-almond|
|2019|Legacy|Legacy Pharmaceutical Packaging|3/28/19|Losartan Potassium USP|Due to The Detection of N-Nitroso N-Methyl 4-Amino Butyric Acid (NMBA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/legacy-pharmaceutical-packaging-llc-issues-voluntary-nationwide-recall-losartan-potassium-tablets-0|
|2019|Theo|Theo Chocolate|3/28/19|Sea Salt 70% Dark Chocolate bars|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/theo-chocolate-issues-allergy-alert-undeclared-milk-3oz-sea-salt-70-dark-chocolate-bars|
|2019|Henry Avocado Corporation|Henry Avocado Corporation|3/25/19|California-grown conventional and organic avocados|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/henry-avocado-recalls-whole-avocados-because-possible-health-risk|
|2019|Leopard|USA LESS|3/25/19|Dietary Supplement|Undeclared Sildenafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/usa-less-issues-voluntary-nationwide-recall-leopard-miracle-honey-due-presence-undeclared-sildenafil|
|2019|Snak Club|Century Snacks LLC|3/21/19|Snak Club Honey Bliss Nut Mix|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/century-snacks-llc-recalls-snak-club-honey-bliss-nut-mix-due-undeclared-allergen|
|2019|BLUE FUSION|Ata Int. Inc.|3/21/19|Capsules marketed as a dietary supplement for male enhancement|Undeclared Sildenafil, Tadalafil, Desmethyl carbodenafil, Dithiodesmethyl carbodenafil, Scutellarin and Daidzein|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ata-int-inc-issues-voluntary-nationwide-recall-bluefusion-capsules-due-presence-undeclared|
|2019|Better Made|Better Made Snack Foods|3/21/19|Original Potato Chips|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/better-made-snack-foods-issues-allergy-alert-undeclared-milk-10-ounce-399-original-potato-chips|
|2019|Hill's|Hill's Pet Nutrition|3/20/19|Canned Dog Food|Due to Elevated Levels of Vitamin D|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hills-pet-nutrition-expands-voluntary-recall-select-canned-dog-food-elevated-vitamin-d|
|2019|DG/health NATURALS|Kingston Pharma, LLC|3/20/19|baby Cough Syrup + Mucus|Potential to be contaminated with Bacillus cereus/ Bacillus circulans|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kingston-pharma-llc-recalls-dgtmhealth-naturals-baby-cough-syrup-mucus-because-possible-health-risk|
|2019|Legacy|Legacy Pharmaceutical Packaging|3/19/19|Losartan Potassium USP|Due to The Detection of N-Nitroso N-Methyl 4-Amino Butyric Acid (NMBA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/legacy-pharmaceutical-packaging-llc-issues-voluntary-nationwide-recall-losartan-potassium-tablets|
|2019|Mylan|Mylan Institutional LLC|3/18/19|Levoleucovorin Injection, 250 mg/25 mL|Presence of particulate matter|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mylan-institutional-llc-initiates-voluntary-nationwide-recall-levoleucovorin-injection-due-presence|
|2019|Hospira|Hospira, Inc.|3/15/19|Sodium bicarbonate injection USP|Presence of Particulate Matter|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hospira-inc-issues-voluntary-nationwide-recall-84-sodium-bicarbonate-injection-usp-due-presence|
|2019|Surtidoras|Surtidoras Bakery, Inc.|3/15/19|Muffins|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/surtidoras-bakery-inc-issues-allergy-alert-undeclared-milk-marble-muffin-banana-muffin-and-blueberry|
|2019|Legacy|Legacy Pharmaceutical Packaging|3/15/19|Losartan Potassium USP|Due to the Detection of Trace Amounts of N-Nitroso N-Methyl 4-amino butyric acid (NMBA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/legacy-pharmaceutical-packaging-llc-issues-voluntary-nationwide-recall-losartan-potassium-tablets-1|
|2019|Stokes Healthcare|Stokes Healthcare, Inc.|3/13/19|Pilocarpine opthalmic solution|Due to a High Level of Preservative|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/stokes-healthcare-inc-issues-voluntary-nationwide-recall-pilocarpine-01-ophthalmic-solution-due-high|
|2019|Pillsbury|Hometown Food|3/13/19|Flour|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hometown-food-company-recalls-two-production-lot-codes-pillsburyr-unbleached-all-purpose-5lb-flour|
|2019|Claire's|Claire's Stores|3/11/19|Makeup|Possible presence of asbestos|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/claires-stores-inc-announces-voluntary-recall-three-make-products|
|2019|Fullei Fresh|Fullei Fresh|3/8/19|Organic Bean Sprouts|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fullei-fresh-recalls-organic-bean-sprouts-because-possible-health-risk|
|2019|Aurobindo Pharma USA, Inc.|American Health Packaging|3/7/19|Valsartan Tablets USP|Due to detection of N-Nitrosodiethylamine (NDEA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/american-health-packaging-issues-voluntary-nationwide-recall-valsartan-tablets-due-detection-ndea-n|
|2019|Norbrook|Norbrook Laboratories Limited|3/7/19|Enroflox 100 Injection, Noromectin Injection, Ivermax 1% Injection|Lack of sterility assurance|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/norbrook-laboratories-limited-recalls-veterinary-products-health-risk|
|2019|Life-Line tm|McDaniel Life-Line LLC|3/6/19|Additive for human drinking water|Contaminated with Pseudomonas aeruginosa|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mcdaniel-life-line-llc-issues-voluntary-worldwide-recall-life-line-water|
|2019|Bachman|UTZ Quality Foods, Inc.|3/4/19|Twist Pretzels|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/utz-quality-foods-issues-allergy-alert-undeclared-milk-bachman-10-ounce-twist|
|2019|Marketside|Southern Specialties Inc|3/4/19|Green Beans and Butternut Squash|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/southern-specialties-voluntarily-recalls-bagged-green-beans-and-butternut-squash-distributed|
|2019|Sunstone Organics|Sunstone Organics|3/1/19|White Vein Kratom and Maeng Da Kratom|Potential Contamination by Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sunstone-organics-issues-voluntary-nationwide-recall-select-kratom-products-due-potential|
|2019|Apotex Corp.|Apotex Corp.|3/1/19|Drospirenone and Ethinyl Estradiol Tablets, USP|Possibility of Missing/Incorrect Tablet Arrangement|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/apotex-corp-issues-voluntary-nationwide-recall-drospirenone-and-ethinyl-estradiol-tablets-usp-28x3|
|2019|Aurobindo, Acetris|AurobindoPharma USA, Inc.|3/1/19|Valsartan and Amlodipine and Valsartan tablets|Due to the detection of NDEA (N-Nitrosodiethylamine) Impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/aurobindopharma-usa-inc-initiates-voluntary-nationwide-consumer-level-recall-expansion-38-lots|
|2019|Nova Salted Biscuit|Asia Foods Distributor Inc.|3/1/19|Nova Salted Biscuit|Milk Allergen|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/asia-foods-distributor-inc-issues-allergy-alert-undeclared-milk-allergens-nova-salted-biscuit|
|2019|Torrent Pharma|Torrent Pharmaceuticals Limited|3/1/19|Losartan Potassium Tablets USP and Losartan Potassium/hydrochlorothiazide Tablets USP|Due to The Detection of N-Nitroso N-Methyl 4-Amino Butyric Acid (NMBA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/updated-torrent-pharmaceuticals-limited-issues-voluntary-nationwide-recall-losartan-potassium-0|
|2019|Camber Pharmaceuticals, Inc.|Camber Pharmaceuticals, Inc.|2/28/19|Losartan Tablets USP 25 mg, 50 mg, and 100 mg|Due to The Detection of N-Nitroso N-Methyl 4-Amino Butyric Acid (NMBA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/camber-pharmaceuticals-inc-issues-voluntary-nationwide-recall-losartan-potassium-tablets-usp-25-mg|
|2019|Joy|Joy Gourmet Foods Inc|2/27/19|Joy Brand Chutneys and Pastes|Allergy Alert on Undeclared Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/joy-gourmet-foods-llc-issues-allergy-alert-undeclared-sulfites|
|2019|ChemoLock and ChemoClave|ICU Medical, Inc.|2/26/19|Vial Spikes|Due to the Potential for Burr Particulate|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/icu-medical-issues-voluntary-nationwide-recall-certain-lots-chemolocktm-and-chemoclaver-vial-spikes|
|2019|Victoria|Victoria|2/25/19|Marinara Sauce|Undeclared Cashew|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/bg-foods-voluntarily-recalls-limited-number-jars-victoriar-marinara-sauce-due-possible-undeclared|
|2019|Golean Detox|Golean Detox USA|2/25/19|Dietary Supplement for Weight Loss|Mislabeling|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/golean-detox-usa-issues-voluntary-nationwide-recall-golean-detox-capsules-due-presence-undeclared|
|2019|Concord Fresh Success|Concord Foods|2/22/19|Mild Salsa Seasoning Mix|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/concord-fresh-success-recall-mild-salsa-seasoning-mix-due-undeclared-milk-allergen|
|2019|Smoked Alaska|Smoked Alaska Seafoods, Inc|2/22/19|Smoked Silver Salmon|Potential to be contaminated with Clostridium botulinum|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/smoked-alaska-seafoods-inc-recalls-65-oz-jars-cans-smoked-silver-salmon-because-possible-health-risk|
|2019|Meijer|Meijer|2/22/19|Ultimate Chocolate Mint Chip Cookies|Undeclared Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/meijer-recalls-mint-meijer-brand-ultimate-chocolate-mint-chip-cookies-due-undeclared-soy-allergen|
|2019|Macleods|Macleods Pharmaceuticals Limited|2/22/19|Losartan Potassium/Hydrochlorothiazide Combination Tablets|Due to detection of NDEA (N-Nitrosodiethylamine) Impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/macleods-pharmaceuticals-limited-issues-voluntary-nationwide-consumer-level-recall-one-lot-blm-715a|
|2019|Jacques Torres|Jacques Torres Manufacturing LLC|2/20/19|Jacques' Big Daddy Bar|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/jacques-torres-manufacturing-llc-issues-allergy-alert-undeclared-milk-allergens-jacques-big-daddy|
|2019|Gilda Industries|Gilda Industries, Inc.|2/20/19|Panque  Butter pound cake|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/gilda-industries-inc-issues-allergy-alert-undeclared-milk-butter-pound-cake|
|2019|DG|Kingston Pharma, LLC|2/15/19|Baby Gripe Water herbal supplement|Due to Undissolved Ingredient|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kingston-pharma-llc-issues-voluntary-recall-all-lots-dgtm-baby-gripe-water-due-undissolved|
|2019|Jansal Valley|Sid Wainer and Son|2/15/19|Dukkah 2.5oz|Due to Potential Glass Pieces|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sid-wainer-and-son-initiates-class-2-recall-jansal-valley-dukkah-due-potential-glass-pieces|
|2019|Ottogi|Ottogi America, Inc|2/13/19|JIN JJAMBBONG' and Jin Ramen|Undeclared Egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ottogi-america-inc-expands-recall-undeclared-egg-products|
|2019|WTRMLN WTR|World Waters, LLC|2/11/19|Cold pressed juiced watermelon|Possible Presence of Soft Plastic Pieces|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/world-waters-issues-voluntary-recall-select-wtrmln-wtr-original-12-packs-due-possible-presence-soft|
|2019|Bird Seed Food Co.|Bird Seed Food Co.|2/8/19|Granola-Goldenola Turmeric & Ginger|Undeclared Cashews|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/birdseed-food-co-issues-allergy-alert-undeclared-cashews-craft-granola-goldenola-turmeric-ginger|
|2019|McDaniel Life-Line|McDaniel Life-Line LLC|2/8/19|Indian Herb (topical)|Unapproved drug. Marketed without an approved NDA/ANDA|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mcdaniel-life-line-llc-issues-voluntary-worldwide-recall-indian-herb|
|2019|Whole Foods Market|Whole Foods Market|2/4/19|Hipster Chipster Cookies|Undeclared Walnut, Milk and Eggs|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-issued-santa-rosa-whole-foods-market-undeclared-walnut-milk-and-eggs-hipster-chipster|
|2019|Dr. Reddy's Laboratories Ltd.|Dr. Reddy's Laboratories Ltd.|2/4/19|Infusion Bags (Levetiracetram in 0.54% Sodium Chloride Injection)|Mislabeling|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/dr-reddys-laboratories-continues-its-voluntary-nationwide-recall-levetiracetam-054-sodium-chloride|
|2019|Stacy's|Frito-Lay|2/4/19|Pita Chips|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/frito-lay-issues-voluntary-allergy-alert-undeclared-milk-small-number-stacys-simply-naked-pita-chips|
|2019|LIFEPAK|Striker|2/1/19|Defibrillator|Device Dysfunction|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/stryker-launches-voluntary-field-action-specific-units-lifepakr-15-monitordefibrillator|
|2019|Oskri|Oskri Organics Corporation|2/1/19|Nut Butters|Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/oskri-organics-corporation-recalls-all-nut-butters-because-possible-health-risk|
|2019|Gold Medal|General Mills|2/1/19|Unbleached Flour|Potential Presence of Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/general-mills-recalls-five-pound-bags-gold-medal-unbleached-flour|
|2019|Simple Truth Organic|Perrigo Company|2/1/19|Fruit Puree with Nonfat Greek Yogurt pouch|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/perrigo-issues-allergy-alert-simple-truth-organic-banana-strawberry-apple-puree-nonfat-greek-yogurt|
|2019|Satur Farms|Satur Farms|2/1/19|Baby Spinach and Mesclun|Potential Contamination by Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/product-recall-because-possible-health-risk|
|2019|Jac. Vandenberg, Inc.|Jac. Vandenberg, Inc.|2/1/19|Peaches, nectarines, plums|Listeria|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/jac-vandenberg-inc-recalls-fresh-peaches-fresh-nectarines-and-fresh-plums-because-they-may-be|
|2019|Hill's Science Diet|Hill's Pet Nutrition|1/31/19|Canned Dog Food|Potentially Elevated Levels of Vitamin D|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hills-pet-nutrition-voluntarily-recalls-select-canned-dog-food-excessive-vitamin-d|
|2019|Dole, Fresh Selections, Simple Truth, Marketside, The Little Salad Bar, and President's Choice|Dole Fresh Vegetables, Inc|1/31/19|Packaged salads|listeria outbreak|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/dole-fresh-vegetables-announces-voluntary-withdrawal-salads|
|2019|CVS, Equate|Tris Pharma, Inc.|1/29/19|Oral ibuprofen|Higher Concentration of Ibuprofen|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/tris-pharma-inc-expands-its-voluntary-nationwide-retail-recall-ibuprofen-oral-suspension-drops-usp|
|2019|Whole Foods Market|Whole Foods Market|1/24/19|Pizza, sandwiches, wraps, etc.|Salmonella.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/satur-farms-recall-baby-spinach-affects-prepared-food-items-whole-foods-market-stores-eight-states|
|2019|Thrive Market|Thrive Market Inc.|1/24/19|Several varieties of nut butters|Listeria|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sl-recall-thrive-market-nut-butters-due-potential-health-risk|
|2019|Ottogi|Ottogi America, Inc.|1/22/19|Various noodle products|Undeclared Egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ottogi-america-inc-issues-allergy-alert-undeclared-egg-products|
|2019|Torrent Pharmaceuticals Limited|Torrent Pharmaceuticals Limited|1/22/19|Losartan potassium tablets, USP; Losartan potassium and Hydrochlorothiazide tablets, USP|Lack of Sterility|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/updated-torrent-pharmaceuticals-limited-issues-voluntary-nationwide-recall-losartan-potassium|
|2019|Prinston Pharmaceutical Inc. dba Solco Healthcare LLC|Prinston Pharmaceutical Inc. dba Solco Healthcare LLC|1/18/19|Irbesartan and Irbesartan HCTZ Tablets|Due to the detection of NDEA (N-Nitrosodiethylamine) Impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/prinston-pharmaceutical-inc-issues-voluntary-nationwide-recall-irbesartan-and-irbesartan-hctz|
|2019|Mrs. Grissom's Select|Mrs. Grissom's Salads|1/18/19|Old Fashioned Pimento Cheese|Mislabeling|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mrs-grissoms-salads-issues-voluntary-recall|
|2019|El Guapo|Mohave Foods Corporation|1/15/19|Chile Habanero and Pasilla-Ancho Chile Pods|Undeclared peanut|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/voluntary-recall-notice-el-guapo-chile-habanero-and-chile-pasilla-ancho-pouches-due-unlabeled-peanut|
|2019|RXBAR|RXBAR|1/15/19|RXBAR bars-several varieties|Peanut Allergen|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rxbar-recalls-certain-varieties-bars-due-potential-undeclared-peanut-allergen|
|2019|Rhino|Happy Together, Inc.|1/8/19|Rhino 5K capsules|Undeclared Sildenafil and Tadalafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/happy-together-inc-issues-voluntary-nationwide-recall-product-due-presence-undeclared-sildenafil-and|
|2019|Sun Pharma|Sun Pharmaceutical Industries, Inc|1/8/19|Vecuronium Bromide for Injection|Potential Foreign Material|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sun-pharmaceutical-industries-inc-issues-voluntary-nationwide-recall-vecuronium-bromide-injection|
|2019|Lunch Box|Grand Strand Sandwich Company|1/7/19|Italian Sub and Ham & Cheese Sandwiches and Ham & Swiss Croissants|Listeria|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/grand-strand-sandwich-company-recalls-lunch-box-sandwiches-italian-subs-lunch-box-sandwiches-ham|
|2019|Lupin Pharmaceuticals, Inc.|Lupin Pharmaceuticals, Inc.|1/5/19|Ceftriaxone for Injection, USP|Foreign Material|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lupin-pharmaceuticals-inc-issues-voluntary-recall-ceftriaxone-injection-usp-250mg-500mg-1g-and-2g|
|2019|Hy-Vee|Hy-Vee Inc.|1/4/19|Cheesecake|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hy-vee-voluntarily-recalls-cheesecakes-made-diamond-crystal-mix|
|2019|Shamrock Farms|Shamrock Farms|1/4/19|2% Reduced Fat Vanilla Half Gallon Milk|Undeclared Almonds|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/shamrock-farms-issues-voluntary-recall-2-reduced-fat-vanilla-half-gallon-milk-due-undeclared-almonds|
|2019|Clancy's|Olde York Potato Chips|1/4/19|Wavy Potato Chips|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/olde-york-potato-chips-issues-allergy-alert-undeclared-milk-one-lot-clancys-wavy-potato-chips-10-oz|
|2019|Torrent Pharmaceuticals Limited|Torrent Pharmaceuticals Limited|1/3/19|Losartan potassium tablets, USP|Due to the detection of trace amounts of N-nitrosodiethylamine (NDEA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/torrent-pharmaceuticals-limited-expands-voluntary-nationwide-recall-losartan-potassium-tablets-usp|
|2019|Oskri, Thrive|Oskri Organics Corporation|1/2/19|Organic Sunflower Butter|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/oskri-organics-corporation-recalls-oskri-organic-sunflower-butter-lot-099-oskri-tahini-butter-lot193|
|2019|Lubrisine|Results RNA LLC|1/2/19|Eye Drops|Sterility Concerns and Undeclared Colloidal Silver|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/results-rna-llc-issues-voluntary-worldwidenationwide-recall-lubrisine-eye-drops-due-manufacturing|
