|Year|Brand|Company|Date|ProductDescription|Reason|Url|
|2020|Bombay Kitchen|Ethnic Foods Inc.|3/31/20|Bhavnagri Mix|Undeclared peanut|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ethnic-foods-inc-issues-allergy-alert-undeclared-peanuts-bhavnagri-mix|
|2020|Medline Remedy Essentials|Shadow Holdings dba Bocchi Laboratories|3/31/20|No-Rinse Cleansing foam|B. cepacia|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fda-investigates-multistate-outbreak-b-cepacia-complex-linked-medline-remedy-essentials-no-rinse|
|2020|Golden International brand or none|Golden International Corporation|3/30/20|Farm Raised Frozen whole tilapia fish IQF|Potential to be contaminated with salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/golden-international-corporation-issues-public-safety-warning-stolen-tilapia-because-possible-health|
|2020|Snak Club|Century Snacks LLC|3/30/20|Tropical Trail Mix|Allergens: Milk, Soy, Wheat, and Cashews|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/century-snacks-llc-issues-allergy-alert-undeclared-milk-soy-wheat-and-cashews-snak-club-family-size|
|2020|The Peruchef|Mas Food Services Co.|3/30/20|Dry potato and Papa Seca Serrana"|Undeclared Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mas-food-services-co-issues-allergy-alert-undeclared-sulfites-peruchef-dry-potato|
|2020|7K and Poseidon|Shoreside Enterprises|3/30/20|7K and Poseidon 4500 Dietary Supplements|Undeclared Sildenafil and Tadalafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/shoreside-enterprises-issues-voluntary-nationwide-recall-7k-and-poseidon-4500-extreme-1000-mg-due|
|2020|Ethanol Extraction/Lake Michigan Distilling Company, LLC|Lake Michigan Distilling Company, LLC dba Ethanol Extraction|3/30/20|95% Ethyl Alcohol product|Methanol|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ethanol-extraction-recalls-alcohol-product-because-possible-health-risk|
|2020|Melanie|Melanie Wholesale Inc.|3/30/20|Mini Cookies with Caramel Flavor|Allergens: Peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/melanie-wholesale-inc-issues-allergy-alert-undeclared-peanuts-melanie-mini-cookies-caramel-flavor|
|2020|Melanie|Melanie Wholesale Inc.|3/30/20|Liubitelskie Cookies|Undeclared peanut|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/melanie-wholesale-issues-allergy-alert-undeclared-peanuts-cookies|
|2020|Priano|BLM Products U. Vertriebsges|3/30/20|Rosso Pesto Sauce|Allergen: Eggs and Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/blm-issues-allergy-alert-undeclared-egg-and-milk|
|2020|MBI Distributing, Inc.|MBI Distributing, Inc.|3/30/20|Various Homeopathic Products|Lack of Adequate Controls|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mbi-distributing-inc-issues-voluntary-nationwide-recall-homeopathic-teething-drops-nausea-drops|
|2020|Ziyad|Ziyad Brothers Importing|3/30/20|Tahini|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ziyad-brothers-importing-recalls-tahini-because-possible-health-risk|
|2020|Sanders Candy|Sanders Candy|3/27/20|Fudge Bites|Undeclared almonds|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sanders-issues-allergy-alert-undeclared-almonds-fudge-mini-bites|
|2020|X-Jow, Acne Shave|Shadow Holdings|3/27/20|Pain Gel, Moisturizer, Shave Cream|Bacteria|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/shadow-holdings-llc-issues-voluntary-nationwide-recall-x-jow-and-acne-shave-products-due-possible|
|2020|EconoMax, Hill Country Fare, Creamy Creations|HEB|3/27/20|Ice cream and sherbet|Foreign material-metal|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/h-e-b-voluntarily-issues-recall-specific-flavors-and-container-sizes-economax-and-hill-country-fare|
|2020|Divvies|Divvies, LLC|3/27/20|Benjamint Chocolate Bars|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/divvies-llc-conducts-voluntary-recall-benjamint-crunch-chocolate-bars-due-undeclared-milk-mint|
|2020|Caito Food, Renaissance Food Group, Open Acres, more|Caito Foods|3/27/20|Fresh cut cantaloupe, honeydew melon, watermelon, more|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/caito-foods-llc-voluntarily-recalls-fresh-cut-melon-products-because-possible-health-risk|
|2020|Meijer|Shearers Foods, LLC|3/27/20|Dill Pickle Flavored Potato Chips|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/shearers-foods-llc-issues-allergy-alert-undeclared-milk-meijer-brand-dill-pickle-flavored-potato|
|2020|SDQ Trading|SDQ Trading Inc.|3/27/20|Cheese biscuits|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sdq-trading-inc-issues-alert-undeclared-milk-allergen-cheese-biscuits|
|2020|H-E-B|H-E-B|3/27/20|Sliced Salad Olives|Potential Glass in The Product|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/h-e-b-voluntarily-issues-precautionary-recall-h-e-b-ode-olives-sliced-salad-olives-being-recalled|
|2020|Castor & Pollux, Merrick|Merrick Pet Care|3/27/20|Beef dog treat varieties|Ingredient Level|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/merrick-pet-care-voluntarily-recalls-limited-amount-good-buddy-and-backcountry-treats-containing|
|2020|STAT-Check, Medline|SunMed Holdings, LLC|3/27/20|Resuscitator Bags|Defective product|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sunmed-holdings-llc-issues-nationwide-recall-stat-check-and-medline-manual-resuscitator-bags|
|2020|Dr. Reddys Laboratories Ltd.|Dr. Reddys Laboratories Ltd.|3/26/20|Phytonadione Injectable Emulsion USP, 10 mg/mL, Single-Dose Ampules|Ampules breaking & shattering|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/dr-reddys-laboratories-issues-voluntary-nationwide-recall-phytonadione-injectable-emulsion-usp-10|
|2020|Whole Foods Market|Winter Gardens Quality Foods, Inc.|3/26/20|Vodka Sauce|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-issued-winter-gardens-quality-foods-inc-undeclared-milk-vodka-sauce|
|2020|Del Monte|Del Monte Fresh Produce N.A., Inc.|3/25/20|Vegetable Trays|Cyclospora|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/del-monte-fresh-produce-na-inc-voluntarily-recalls-limited-quantity-vegetable-trays-multistate|
|2020|Honey Mamas|Nectar Foods Inc DBA Honey Mamas|3/25/20|Oregon Peppermint Cacao Nectar Bar|Undeclared almonds|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/nectar-foods-inc-dba-honey-mamas-issues-allergy-alert-undeclared-almonds-oregon-peppermint-cacao|
|2020|Melissa's Spicy Edamame|World Variety Produce, Inc.|3/25/20|Spicy Edamame|Undeclared Shellfish|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/world-variety-produce-inc-voluntarily-recalls-spicy-edamame-because-undeclared-allergens|
|2020|Daves Pet Food|Daves Pet Food|3/25/20|95% Premium beef cans|Due to Potentially Elevated Levels of Thyroid Hormone|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/daves-pet-food-voluntarily-recalls-95-premium-beef-canned-dog-food-due-potentially-elevated-levels|
|2020|Kelloggs|Kellogg Company|3/25/20|Honey Smacks cereal|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kellogg-company-voluntarily-recalls-honey-smacks-cereal-due-possible-health-risk|
|2020|Now Real Food|Now Health Group, Inc.|3/25/20|Zesty Sprouting Mix|Potential Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/now-health-group-inc-recalls-select-now-real-foodr-zesty-sprouting-mix-because-possible-health-risk|
|2020|ALREEF|Golden Star Wholesale|3/25/20|Dried Apricots Sour|Undeclared Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/golden-star-wholesale-issues-allergy-alert-undeclared-sulfites-dried-apricots-sour|
|2020|Hy-Vee|Hy-Vee|3/24/20|Spring Pasta Salad|May be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hy-vee-voluntarily-recalls-spring-pasta-salad-due-reported-illnesses|
|2020|United States Bakery|United States Bakery|3/24/20|Hamburger Buns|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/united-states-bakery-issues-allergy-alert-undeclared-milk-naked-bread-hamburger-buns|
|2020|H-E-B|H-E-B|3/24/20|Creamy Creations ice creams and sherbets|Due to broken metal in processing equipment|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/h-e-b-voluntarily-issues-recall-two-variety-packs-creamy-creations-ice-creams-and-sherbets-3-ounce|
|2020|Pictsweet Farms|The Pictsweet Company|3/24/20|Steamables Baby Brussels Sprouts|Allergen: Milk, Soybean|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pictsweet-company-recalls-12-ounce-steamables-baby-brussel-sprouts-undeclared-milk-and-soy-allergens|
|2020|AnnaSea|ALDI|3/24/20|Wasabi Ahi Poke Hawaiian Poke Kits, Limu Ahi Poke Hawaiian Poke Kits.|Incorrect Storage|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/aldi-voluntarily-recalls-annasea-wasabi-ahi-poke-hawaiian-poke-kits-and-limu-ahi-poke-hawaiian-poke|
|2020|Seattle Sourdough Baking Company, Franz|Portland French Bakery|3/24/20|Seattle Sourdough Pub Buns, Franz Premium Pub Buns|May contain undeclared soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/portland-french-bakery-issues-allergy-alert-undeclared-soy-seattle-sourdough-pub-buns-and-franz|
|2020|Saje Natural Wellness|Saje Natural Wellness|3/24/20|Splish Splash Gentle Baby Wash|May contain the bacteria Pseudomonas aeruginosa|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pseudomonas-aeruginosa-bacteria-found-saje-splish-splash-gentle-baby-wash|
|2020|Platinum, Slimming Plus and more|MyNicNaxs, LLC|3/24/20|dietary supplements|Undeclared active pharmaceutical ingredients (API)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mynicnaxs-llc-issues-voluntary-nationwide-recall-various-dietary-supplements-due-undeclared-active|
|2020|Rad Cat|Radagast Pet Food, Inc.|3/24/20|Raw Diet Cat Food (Free Range Chicken; Pasture-Raised Venison)|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/radagast-pet-food-inc-voluntarily-recalls-three-lots-rad-cat-raw-diet-free-range-chicken-recipe-and|
|2020|Prescript-Assist|LLs Magnetic Clay, Inc.|3/24/20|Probiotic & Prebiotic Dietary Supplement|Undeclared allergens, including almonds, crustaceans, milk, casein, eggs, and peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lls-magnetic-clay-inc-expands-allergy-alert-undeclared-allergens-prescript-assist-dietary-supplement|
|2020|May Flower International Inc.|May Flower International Inc.|3/24/20|3+2 Soda Crackers|Undeclared Milk Allergens|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/may-flower-international-inc-issues-allergy-alert-undeclared-milk-allergens-32-soda-crackers|
|2020|Prescript-Assist|LLs Magnetic Clay, Inc.|3/24/20|Probiotic and prebiotic dietary supplement|Undeclared allergens, including almonds, crustaceans, milk, casein, eggs, and peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lls-magnetic-clay-inc-issues-allergy-alert-undeclared-allergens-prescript-assist-dietary-supplement|
|2020|King Soopers, Smiths and more|Papa Johns Salads and Produce|3/24/20|Salads|Undeclared peanut|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/az-firm-issues-voluntary-product-recall-due-undeclared-peanuts-superfood-salad|
|2020|Utz|Utz Quality Foods, LLC|3/24/20|Carolina Style Barbeque Potato Chips|due to undeclared soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/utz-quality-foods-issues-allergy-alert-undeclared-soy-utzr-carolina-style-barbeque-potato-chips|
|2020|Actavis|Teva Pharmaceuticals USA|3/24/20|Valsartan and Valsartan Hydrochlorothiazide Tablets|Impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/teva-pharmaceuticals-usa-issues-voluntary-nationwide-recall-valsartan-and-valsartan|
|2020|Fagron Sterile Services|Fagron Sterile Services|3/24/20|Neostigmine Methylsulfate 5 mL Syringes|Mislabeling|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fagron-sterile-services-issues-voluntary-nationwide-recall-neostigmine-methylsulfate-1mgml-5mg-5ml|
|2020|Whole Foods Market|Whole Foods Market|3/24/20|Oatmeal Cookies|Allergen: Soybean|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-issued-midwest-whole-foods-market-stores-undeclared-soy-oatmeal-raisin-cookies|
|2020|Huangfushanzen Huang Mountain Tea Mushroom|Tiffany Food Corporation|3/24/20|Dried Mushrooms|Undeclared Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/tiffany-food-corp-issues-alert-undeclared-sulfites-huangfushanzen-dried-mushrooms|
|2020|Sherman Candy Co.|Gift Services, Inc. dba GiftTree|3/23/20|Sherman Candy Caramels sold in gift baskets|May contain undeclared pecans, walnuts, almonds and/or peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/gifttree-issues-allergy-alert-undeclared-pecans-walnuts-almonds-peanuts-sherman-candy-caramels|
|2020|Sweet Earth|Sweet Earth Foods|3/23/20|Aloha BBQ Quesadilla|Undeclared Egg and Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sweet-earth-foods-issues-allergy-alert-undeclared-egg-and-milk-aloha-bbq-quesadillas-due-mismatched|
|2020|Almond Breeze|HP Hood LLC|3/23/20|Vanilla almondmilk|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hp-hood-llc-recalls-select-units-half-gallon-refrigerated-vanilla-almond-breeze-almond-milk-due|
|2020|Goldfish|Pepperidge Farm|3/23/20|Crackers|Potential to be contaminated with salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pepperidge-farmr-announces-voluntary-recall-four-varieties-goldfishr-crackers|
|2020|Mrs. Freshley's, Food Lion, Captain John Derst's, more|Flowers Foods, Inc.|3/23/20|Swiss Rolls and Bread|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/flowers-foods-issues-voluntary-recall-mrs-freshleys-and-other-brands-swiss-rolls-and-captain-john|
|2020|Premo, Fresh Grab|Lipari Foods LLC|3/23/20|Sandwiches|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lipari-foods-issues-voluntary-recall-premo-brand-fresh-grab-turkey-swiss-submarine-sandwiches-due|
|2020|TeaSource|TeaSource|3/23/20|Loose Leaf Tea|Undeclared almonds|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/teasource-issues-allergy-alert-undeclared-almonds-product|
|2020|Hostess|Hostess Brands, LLC|3/23/20|Cookies 'n Creme Brownies|Undeclared egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/voluntary-recall-hostess-cookies-n-creme-brownies|
|2020|Mintrate|ADM Animal Nutrition|3/23/20|Cattle Feed|May contain elevated levels of non-protein nitrogen|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/adm-animal-nutrition-recalls-mintrater-36-15-breed-right-cattle-tub-specific-lot-product-may-contain|
|2020|G & C Raw, more|G & C Raw LLC|3/23/20|Ground Lamb Dog Food and Ground Turkey Cat Food|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/g-c-raw-llc-recalls-pats-cat-turkey-and-ground-lamb-pet-food-because-possible-listeria-monocytogenes|
|2020|Taco Bell|Kraft Heinz|3/23/20|Salsa Con Queso Mild Cheese Dip|Potential growth of Clostridium botulinum (C. botulinum)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kraft-heinz-voluntarily-recalls-taco-bell-salsa-con-queso-mild-cheese-dip-distributed-retailers|
|2020|Best Taste|Country Favor Inc.|3/23/20|Snack Ginger Sliced|Undeclared Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/country-favor-inc-issues-alert-undeclared-sulfites-best-taste-brand-snack-ginger-sliced|
|2020|Icelandic+|IcelandicPlus LLC|3/23/20|Whole Capelin Fish Pet Treats|Potential for Clostridium botulinum|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/icelandicplus-llc-voluntarily-recalls-whole-capelin-fish-pet-treats-because-product-exceeds-fda-size|
|2020|Torrent|Torrent Pharmaceuticals|3/20/20|Valsartan/Amlodipine/HCTZ Tablets|Due to The Detection of N-Nitroso N-Methyl 4-Amino Butyric Acid (NMBA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/torrent-pharmaceuticals-limited-issues-voluntary-nationwide-recall-valsartan-amlodipine-hctz-tablets|
|2020|Rad Cat|Radagast Pet Food, Inc.|3/20/20|Rad Cat Raw Diet|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/radagast-pet-food-voluntarily-expands-recall-include-rad-cat-raw-diet-products-best-dates-101918|
|2020|Marsee Baking|Marsee Foods Inc. dba Marsee Baking|3/20/20|Cookies|Allergen: Peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/marsee-baking-issues-allergy-alert-undeclared-peanuts-cookies-sold-cafe-yumm-restaurants|
|2020|Westminster Pharmaceuticals, LLC|Westminster Pharmaceuticals, LLC|3/20/20|Levothyroxine and Liothyronine (Thyroid Tablets, USP) 15 mg, 30 mg, 60 mg, 90 mg, & 120 mg|Due to Risk of Adulteration|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/westminster-pharmaceuticals-llc-issues-voluntary-nationwide-recall-levothyroxine-and-liothyronine|
|2020|Camber Pharmaceuticals, Inc.|Camber Pharmaceuticals, Inc.|3/20/20|Valsartan Tablets, USP, 40mg, 80mg, 160mg and 320mg|Detection of Trace Amounts of N-Nitrosodimethylamine (NDMA) Impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/camber-pharmaceuticals-inc-issues-voluntary-nationwide-recall-valsartan-tablets-usp-40mg-80mg-160mg|
|2020|Premo Brand|Lipari Foods, LLC|3/20/20|Turkey and Cheese Wedge Sandwiches|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lipari-foods-issues-voluntary-recall-premo-brand-turkey-cheese-wedge-sandwiches-because-possible|
|2020|Salt & Straw|Salt & Straw Ice Cream|3/20/20|Chocolate Gooey Brownie Ice Cream|Salt & Straw Voluntarily Recalls Certain Lots of Chocolate Gooey Brownie Ice Cream Pints Due to Possible Undeclared Peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/salt-straw-voluntarily-recalls-certain-lots-chocolate-gooey-brownie-ice-cream-pints-due-possible|
|2020|Lindt|Lindt & Sprngli|3/20/20|85% Cocoa chocolate bars|Undeclared milk and soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lindt-sprungli-usa-inc-issues-voluntary-recall-undeclared-milk-and-soy-one-lot-lindt-excellence-85|
|2020|Accord|Accord Healthcare Inc.|3/19/20|Hydrochlorothiazide Tablets USP 12.5 mg|Due to Labeling Mix-up|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/accord-healthcare-inc-issues-voluntary-nationwide-recall-hydrochlorothiazide-tablets-usp-125-mg-due|
|2020|Performance Dog|Bravo Packing, Inc.|3/19/20|frozen raw pet food|Potential to be contaminated with Salmonella.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/bravo-packing-inc-recalls-performance-dog-raw-pet-food-because-possible-salmonella-health-risk|
|2020|Gourmet Take Away|Market of Choice|3/19/20|Sesame Noodle Salad|Undeclared egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/market-choice-issues-allergy-alert-undeclared-egg-sesame-noodle-salad-vegan|
|2020|Sarap Asian Fusion|Sarap Asian Fusion|3/19/20|Asian fusion cookies|Undeclared allergens wheat, milk and soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sarap-asian-fusion-recalls-cookies-due-undeclared-allergens|
|2020|NeoRelief|BioLyte Laboratories|3/19/20|Muscle|Due to Possible Microbial Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/biolyte-laboratories-issues-voluntary-nationwide-recall-due-voluntary-nationwide-recall-initiated|
|2020|Steve's Real Food, Quest|Steve's Real Food|3/19/20|Pet food|Due to Possible Salmonella and L. Mono Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/steves-real-food-voluntarily-recalls-one-lot-turducken-recipe-one-lot-quest-emu-and-one-lot-quest|
|2020|H&C Food Inc|H&C Food Inc|3/19/20|Frozen Fish Balls & Fuzhou Fish Balls|H&C Food Inc. Issues Allergy Alert on Undeclared Wheat, Pork, Egg, and Crustacean in Frozen Fish Balls|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hc-food-inc-issues-allergy-alert-undeclared-wheat-pork-egg-and-crustacean-frozen-fish-balls|
|2020|Gravel Ridge Farms|Gravel Ridge Farms|3/19/20|Cage Free Eggs|Due to Potential Presence of Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/gravel-ridge-farms-recalls-cage-free-eggs-due-possible-salmonella-contamination|
|2020|Meijer|McCormick & Company, Inc|3/19/20|Taco Seasoning Mix 4.5 OZ Bottle|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/voluntary-recall-notice-meijer-taco-seasoning-mix-45-oz|
|2020|Torrent Pharmaceuticals Limited|Torrent Pharmaceuticals Limited|3/19/20|Valsartan/Amlodipine/HCTZ; Valsartan/Amlodipine; and Valsartan tablets|Impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/updatedadditional-lots-added-torrent-pharmaceuticals-limited-issues-voluntary-nationwide-recall|
|2020|SCA Pharmaceuticals|SCA Pharmaceuticals LLC (SCA Pharma)|3/19/20|Furosemide 100 mg in 0.9% Sodium Chloride 100 mg bag|Due to Presence of Precipitate|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sca-pharmaceuticals-llc-issues-voluntary-nationwide-recall-furosemide-100-mg-09-sodium-chloride-due|
|2020|MyoWhey|Purus Labs, Inc.|3/19/20|Chocolate Cookie Crunch dietary supplement|Undeclared Milk and Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/purus-labs-issues-allergy-alert-undeclared-milk-and-soy-myowhey|
|2020|G & C Raw, Kims Special, Pats Cat|G & C Raw, LLC|3/19/20|Raw dog and cat food|Listeria|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/g-c-raw-llc-expanding-recall-include-all-product-lots-manufactured-february-27-2018-through-july-20|
|2020|Mountain Rose Herbs|Mountain Rose Herbs|3/18/20|Organic Kudzu Root Herbal Supplement|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mountain-rose-herbs-recalls-organic-kudzu-root-herbal-supplement-due-possible-health-risk|
|2020|Mauna Loa|Mauna Loa Macadamia Nut Corporation|3/17/20|Macadamia Nuts|Due to a potential contamination of Escherichia coli (E. coli)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mauna-loa-macadamia-nut-corporation-voluntarily-recalls|
|2020|365 Everyday Value|Whole Foods Market|3/17/20|Tortilla Chips|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-issued-whole-foods-market-stores-nationwide-undeclared-milk-365-everyday-value-white|
|2020|Baraka|UBC Food Distributors, Inc|3/17/20|Curry powder|Due to Lead|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/urgent-curry-spice-recall|
|2020|Corrado, Orlando Imports, Nouris, more|Office of Regulatory Affairs|3/17/20|Curry powder|Due to Elevated Lead|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sirob-imports-inc-issues-recall-due-elevated-lead-spices|
|2020|Stewarts Shops|Stewarts Shops Corp.|3/17/20|Cranberry Apple Refresher drink|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/stewarts-shops-issues-allergy-alert-undeclared-milk-cranberry-apple-refresher|
|2020|Aurobindo Pharma Limited|Aurobindo Pharma Limited|3/17/20|Irbesartan Drug|Due to detection of NDEA (N-Nitrosodiethylamine) Impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/aurobindo-pharma-limited-issues-voluntary-recall-irbesartan-drug-substance-due-detection-trace|
|2020|New Seasons|New Seasons Market|3/17/20|Hot & Sour Broth|Undeclared Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/new-seasons-market-issues-allergy-alert-undeclared-soy-hot-sour-broth|
|2020|Duncan Hines|Conagra Brands|3/17/20|Cake mixes|Due to Potential Presence of Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/duncan-hines-classic-white-classic-butter-golden-signature-confetti-and-classic-yellow-cake-mixes|
|2020|Smartfood Delight|Frito-Lay|3/17/20|Sea Salt Flavored popcorn|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/frito-lay-issues-allergy-alert-undeclared-milk-select-smartfood-delight-sea-salt-flavored-popcorn|
|2020|ORTHO-NOVUM|Janssen Pharmaceuticals, Inc.|3/17/20|ORTHO-NOVUM 1/35 and 7/7/7|Due to Incorrect Veridate Dispenser Instructions|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/janssen-issues-voluntary-nationwide-recall-one-lot-ortho-novum-135-and-two-lots-ortho-novum-777-due|
|2020|Working Cow Homemade Ice Cream|Working Cow Homemade Ice Cream, Inc.|3/17/20|No Sugar Added Ice Cream (Vanilla; Chocolate flavors)|Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/working-cow-homemade-inc-recalls-product-because-possible-health-risk|
|2020|Mini Roll|Apollo Food International Inc.|3/17/20|Mini roll food treat|Undeclared egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/apollo-food-international-inc-issues-allergy-alert-undeclared-eggs-mini-roll|
|2020|S&W|Faribault Foods, Inc.|3/17/20|White Beans|Undeclared Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/faribault-foods-inc-announces-voluntary-recall-limited-quantity-sw-brand-white-beans-due-presence|
|2020|Margie|Sprout Creek Farm Inc.|3/17/20|Pasteurized Cows Milk Cheese|Improper Pasteurization|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/consumer-alert-sprout-creek-farm-margie-cheese-batch-recalled|
|2020|Forager|Forager Project|3/17/20|Plant Protein Shake|Undeclared almonds|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/voluntary-recall-limited-amounts-nuts-vanilla-protein-plant-shake|
|2020|Du Sud|P. East Trading Corp.|3/17/20|Seedless Raisins|Undeclared sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/p-east-trading-corp-issues-alert-undeclared-sulfites-fruits-du-sud-golden-seedless-raisins|
