|Year|Brand|Company|Date|ProductDescription|Reason|Url|
|2023|BrightFarms|BrightFarms|01/17/2024|Spinach and Salad Kits|Food &#x26; Beverages|Potential Foodborne Illness-Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/brightfarms-recalls-spinach-and-salad-kits-because-possible-health-risk-result-supplier-element|
|2023|Vandevi|Kinjin Food Pvt. Ltd.|01/17/2024|Asafoetida Yellow Powder in 50 gram, 100 gram, 200 gram, 500 gram, and 1 kilogram packages.|Food &#x26; Beverages|May contain undeclared wheat traces.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kinjin-food-pvt-ltd-maharashtra-india-issues-allergy-alert-undeclared-wheat-traces-vandevi|
|2023|Big Island Candies|Big Island Candies|01/17/2024|Brownie Assortment|Food &#x26; Beverages|Contains undeclared peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/big-island-candies-issues-allergen-alert-undeclared-peanuts-makana-brownie-assortment|
|2023|ELV Alipotec|World Green Nutrition, Inc.|01/12/2024|Mexican Tejocte Root Supplement|Food &#x26; Beverages|Product contains yellow oleander.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/world-green-nutrition-inc-recalling-elv-alipotec-brand-mexican-tejocote-root-supplement-pieces-raiz|
|2023|Dragonfly|U.S. Trading Company|01/11/2024|Jelly Handbag and Jelly Backpack containing Jelly Bars|Food &#x26; Beverages|Product contains konjac powder and may present a choking hazard.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/us-trading-company-hayward-ca-recalling-dragonfly-jelly-bars-because-it-contains-konjac-powder-and|
|2023|Rizo Bros California Creamery|Rizo Lopez Foods, Inc.|01/11/2024|Aged Cojita Mexican Grating Cheese|Food &#x26; Beverages, Dairy|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rizo-lopez-foods-inc-recalls-aged-cotija-mexican-grating-cheese-8oz-because-possible-health-risk|
|2023|Multiple brand names|The Quaker Oats Company|01/11/2024|Cereal, bars, and snacks|Food &#x26; Beverages|Potential for Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/update-quaker-issues-revised-recall-notice-additional-products-due-possible-health-risk|
|2023|Wegmans|Wegmans|01/10/2024|Outrageous Oat Cookies|Food &#x26; Beverages|Undeclared wheat|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/wegmans-food-markets-inc-issues-allergy-alert-outrageous-oat-cookies-undeclared-wheat|
|2023|Benny T&#x2019;s|Vesta Fiery Gourmet Foods, Inc.|01/09/2024|Benny T&#x2019;s Vesta Dry Hot Sauces|Food &#x26; Beverages, Allergens, Gravy&#x2f;Sauces|Due to Undeclared Wheat|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/vesta-fiery-gourmet-foods-issues-allergy-alert-undeclared-wheat-15oz-glass-jars-benny-ts-vesta-dry|
|2023|Publix Deli|Ventura Foods|01/09/2024|Publix Deli Carolina-Style Mustard BBQ Sauce|Food &#x26; Beverages, Allergens|Due to Undeclared Fish|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ventura-foods-issues-allergy-alert-undeclared-fish-anchovy-allergen-publix-deli-carolina-style|
|2023|Fat Choy Kee|HY Success, Inc.|01/09/2024|Dried Longan|Food &#x26; Beverages, Allergens|Undeclared sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hy-success-inc-alert-undeclared-sulfites-fat-choy-kee-dried-longan|
|2023|Leiters, Compounding Health|Leiters Health|01/08/2024|Vancomycin IV Bags, Phenylephrine IV Bags, and Fentanyl IV Bags|Drugs|Potential for superpotent drug|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/leiters-health-issues-voluntary-nationwide-recall-vancomycin-iv-bags-phenylephrine-iv-bags-and|
|2023|3-D Pet Products|D&#x26;D Commodities, Ltd.|01/05/2024|Parrot Food|Animal &#x26; Veterinary, Foodborne Illness, Food &#x26; Beverages, Foodborne Illness|Due to potential Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/urgent-voluntary-recall-dd-commodities-ltd-3-d-pet-products-premium-parrot-food-due-potential|
|2023|ToYou|ToYou Snacks|01/05/2024|Snack Bars in a variety of flavors|Food &#x26; Beverages, Allergens|Due to Undeclared Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/toyou-snacks-issues-allergy-alert-toyou-snacks-snack-bars-due-undeclared-soy|
|2023|Tasty Snacks|Win Luck Trading, Inc.|01/04/2024|Dried Plums|Food &#x26; Beverages, Allergens|May contain undeclared sulfites.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/win-luckmaoyigongsiduiganmeizizhongweishenbaodeyaliusuanyanfachuguominjingbao|
|2023|Tasty Snacks|Win Luck Trading, Inc.|01/04/2024|Dried Plums|Food &#x26; Beverages, Allergens|May contain undeclared sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/win-luck-trading-inc-issues-allergy-alert-undeclared-sulfites-dried-plums|
|2023|Atrium|Getinge&#x2f;Atrium Medical Corporation|01/04/2024|Express Drains|Medical Devices|Syringes provided with Express Drains could not be verified to be sterile.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/getinge-atrium-medical-corporation-issues-medical-device-correction-nurse-assist-syringes-provided|
|2023|Blue Ridge Beef|Blue Ridge Beef|01/03/2024|Kitten Grind, Kitten Mix, and Puppy Mix|Animal &#x26; Veterinary|Potential contamination of Salmonella and Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/expanded-affected-states-blue-ridge-beef-issues-voluntary-recall-blue-ridge-beef-kitten-grind-blue|
